state,county,2010_population,2015_population,,FIPS
Ohio,Richland,124475,121688,RichlandOhio,39139
South Carolina,Richland,384504,406008,RichlandSouth Carolina,45079
Wisconsin,Richland,18021,17574,RichlandWisconsin,55103
Virginia,RichmondCity,204214,220856,RichmondCityVirginia,51760
Georgia,Richmond,200549,201451,RichmondGeorgia,13245
New York,Richmond,468730,472349,RichmondNew York,36085
North Carolina,Richmond,46639,45429,RichmondNorth Carolina,37153
Virginia,Richmond,9254,8781,RichmondVirginia,51159
Kansas,Riley,71115,77185,RileyKansas,20161
Iowa,Ringgold,5131,4977,RinggoldIowa,19159
New Mexico,RioArriba,40246,39370,RioArribaNew Mexico,35039
Colorado,RioBlanco,6666,6478,RioBlancoColorado,8103
Colorado,RioGrande,11982,11352,RioGrandeColorado,8105
Indiana,Ripley,28818,28372,RipleyIndiana,18137
Missouri,Ripley,14100,13788,RipleyMissouri,29181
West Virginia,Ritchie,10449,10084,RitchieWest Virginia,54085
California,Riverside,2189641,2345816,RiversideCalifornia,6065
Tennessee,Roane,54181,52770,RoaneTennessee,47145
West Virginia,Roane,14926,14375,RoaneWest Virginia,54087
Virginia,RoanokeCity,97032,99669,RoanokeCityVirginia,51770
Virginia,Roanoke,92376,93376,RoanokeVirginia,51161
South Dakota,Roberts,10149,10209,RobertsSouth Dakota,46109
Texas,Roberts,929,910,RobertsTexas,48393
Kentucky,Robertson,2282,2134,RobertsonKentucky,21201
Tennessee,Robertson,66283,68687,RobertsonTennessee,47147
Texas,Robertson,16622,16698,RobertsonTexas,48395
North Carolina,Robeson,134168,134460,RobesonNorth Carolina,37155
Illinois,RockIsland,147546,146094,RockIslandIllinois,17161
Minnesota,Rock,9687,9442,RockMinnesota,27133
Nebraska,Rock,1526,1417,RockNebraska,31149
Wisconsin,Rock,160331,161006,RockWisconsin,55105
Virginia,Rockbridge,22307,22396,RockbridgeVirginia,51163
Kentucky,Rockcastle,17056,16932,RockcastleKentucky,21203
Georgia,Rockdale,85215,88354,RockdaleGeorgia,13247
New Hampshire,Rockingham,295223,302691,RockinghamNew Hampshire,33015
North Carolina,Rockingham,93643,91657,RockinghamNorth Carolina,37157
Virginia,Rockingham,76314,78445,RockinghamVirginia,51165
New York,Rockland,311687,322919,RocklandNew York,36087
Texas,Rockwall,78337,90170,RockwallTexas,48397
Oklahoma,RogerMills,3647,3773,RogerMillsOklahoma,40129
Oklahoma,Rogers,86905,90080,RogersOklahoma,40131
North Dakota,Rolette,13937,14698,RoletteNorth Dakota,38079
Kansas,Rooks,5181,5179,RooksKansas,20163
Montana,Roosevelt,10425,11417,RooseveltMontana,30085
New Mexico,Roosevelt,19846,19137,RooseveltNew Mexico,35041
Michigan,Roscommon,24449,23912,RoscommonMichigan,26143
Minnesota,Roseau,15629,15621,RoseauMinnesota,27135
Montana,Rosebud,9233,9347,RosebudMontana,30087
Ohio,Ross,78064,77049,RossOhio,39141
Colorado,Routt,23509,24360,RouttColorado,8107
Kentucky,Rowan,23333,24642,RowanKentucky,21205
North Carolina,Rowan,138428,138497,RowanNorth Carolina,37159
Texas,Runnels,10501,10387,RunnelsTexas,48399
Indiana,Rush,17392,16708,RushIndiana,18139
Kansas,Rush,3307,3098,RushKansas,20165
Texas,Rusk,53330,52965,RuskTexas,48401
Wisconsin,Rusk,14755,14124,RuskWisconsin,55107
Alabama,Russell,52947,58844,RussellAlabama,1113
Kansas,Russell,6970,7044,RussellKansas,20167
Kentucky,Russell,17565,17685,RussellKentucky,21207
Virginia,Russell,28897,27854,RussellVirginia,51167
North Carolina,Rutherford,67810,66375,RutherfordNorth Carolina,37161
Tennessee,Rutherford,262604,298197,RutherfordTennessee,47149
Vermont,Rutland,61642,59544,RutlandVermont,50021
Louisiana,Sabine,24233,24205,SabineLouisiana,22085
Texas,Sabine,10834,10440,SabineTexas,48403
Iowa,Sac,10350,9966,SacIowa,19161
California,Sacramento,1418788,1493674,SacramentoCalifornia,6067
Maine,Sagadahoc,35293,35120,SagadahocMaine,23023
Michigan,Saginaw,200169,193305,SaginawMichigan,26145
Colorado,Saguache,6108,6253,SaguacheColorado,8109
Virginia,SalemCity,24802,25364,SalemCityVirginia,51775
New Jersey,Salem,66083,63732,SalemNew Jersey,34033
Arkansas,Saline,107118,116390,SalineArkansas,5125
Illinois,Saline,24913,24495,SalineIllinois,17165
Kansas,Saline,55606,55429,SalineKansas,20169
Missouri,Saline,23370,23226,SalineMissouri,29195
Nebraska,Saline,14200,14196,SalineNebraska,31151
Utah,SaltLake,1029655,1102273,SaltLakeUtah,49035
South Carolina,Saluda,19875,20159,SaludaSouth Carolina,45081
North Carolina,Sampson,63431,63559,SampsonNorth Carolina,37163
Texas,SanAugustine,8865,8349,SanAugustineTexas,48405
California,SanBenito,55269,58216,SanBenitoCalifornia,6069
California,SanBernardino,2035210,2115411,SanBernardinoCalifornia,6071
California,SanDiego,3095313,3280850,SanDiegoCalifornia,6073
California,SanFrancisco,805235,863010,SanFranciscoCalifornia,6075
Texas,SanJacinto,26384,27361,SanJacintoTexas,48407
California,SanJoaquin,685306,722271,SanJoaquinCalifornia,6077
Colorado,SanJuan,699,689,SanJuanColorado,8111
New Mexico,SanJuan,130044,128246,SanJuanNew Mexico,35045
Utah,SanJuan,14746,15239,SanJuanUtah,49037
Washington,SanJuan,15769,16198,SanJuanWashington,53055
California,SanLuisObispo,269637,280077,SanLuisObispoCalifornia,6079
California,SanMateo,718451,765055,SanMateoCalifornia,6081
Colorado,SanMiguel,7359,7836,SanMiguelColorado,8113
New Mexico,SanMiguel,29393,28215,SanMiguelNew Mexico,35047
Texas,SanPatricio,64804,67117,SanPatricioTexas,48409
Texas,SanSaba,6131,5922,SanSabaTexas,48411
South Dakota,Sanborn,2355,2348,SanbornSouth Dakota,46111
Montana,Sanders,11413,11293,SandersMontana,30089
New Mexico,Sandoval,131561,138521,SandovalNew Mexico,35043
Ohio,Sandusky,60944,59475,SanduskyOhio,39143
Illinois,Sangamon,197465,198898,SangamonIllinois,17167
Michigan,Sanilac,43114,41464,SanilacMichigan,26151
Utah,Sanpete,27822,28654,SanpeteUtah,49039
California,SantaBarbara,423895,442229,SantaBarbaraCalifornia,6083
California,SantaClara,1781642,1916285,SantaClaraCalifornia,6085
Arizona,SantaCruz,47420,46542,SantaCruzArizona,4023
California,SantaCruz,262382,273503,SantaCruzCalifornia,6087
New Mexico,SantaFe,144170,148098,SantaFeNew Mexico,35049
Florida,SantaRosa,151372,166226,SantaRosaFlorida,12113
Florida,Sarasota,379448,404761,SarasotaFlorida,12115
New York,Saratoga,219607,226078,SaratogaNew York,36091
North Dakota,Sargent,3829,3866,SargentNorth Dakota,38081
Nebraska,Sarpy,158840,175173,SarpyNebraska,31153
Wisconsin,Sauk,61976,63271,SaukWisconsin,55111
Nebraska,Saunders,20780,20949,SaundersNebraska,31155
Wisconsin,Sawyer,16557,16288,SawyerWisconsin,55113
New York,Schenectady,154727,154733,SchenectadyNew York,36093
Texas,Schleicher,3461,3195,SchleicherTexas,48413
Georgia,Schley,5010,5209,SchleyGeorgia,13249
New York,Schoharie,32749,31405,SchoharieNew York,36095
Michigan,Schoolcraft,8485,8121,SchoolcraftMichigan,26153
Illinois,Schuyler,7544,7151,SchuylerIllinois,17169
Missouri,Schuyler,4431,4500,SchuylerMissouri,29197
New York,Schuyler,18343,18027,SchuylerNew York,36097
Pennsylvania,Schuylkill,148289,144117,SchuylkillPennsylvania,42107
Ohio,Scioto,79499,76992,SciotoOhio,39145
Missouri,Scotland,4843,4821,ScotlandMissouri,29199
North Carolina,Scotland,36157,35321,ScotlandNorth Carolina,37165
Arkansas,Scott,11233,10561,ScottArkansas,5127
Illinois,Scott,5355,5110,ScottIllinois,17171
Indiana,Scott,24181,23660,ScottIndiana,18143
Iowa,Scott,165224,171903,ScottIowa,19163
Kansas,Scott,4936,4948,ScottKansas,20171
Kentucky,Scott,47173,52155,ScottKentucky,21209
Minnesota,Scott,129928,141329,ScottMinnesota,27139
Mississippi,Scott,28264,28432,ScottMississippi,28123
Missouri,Scott,39191,39007,ScottMissouri,29201
Tennessee,Scott,22228,21893,ScottTennessee,47151
Virginia,Scott,23177,22296,ScottVirginia,51169
Nebraska,ScottsBluff,36970,36245,ScottsBluffNebraska,31157
Georgia,Screven,14593,14059,ScrevenGeorgia,13251
Texas,Scurry,16921,17570,ScurryTexas,48415
Arkansas,Searcy,8195,7835,SearcyArkansas,5129
Arkansas,Sebastian,125744,127385,SebastianArkansas,5131
Colorado,Sedgwick,2379,2373,SedgwickColorado,8115
Kansas,Sedgwick,498365,511083,SedgwickKansas,20173
Florida,Seminole,422718,448318,SeminoleFlorida,12117
Georgia,Seminole,8729,8565,SeminoleGeorgia,13253
Oklahoma,Seminole,25482,25399,SeminoleOklahoma,40133
New York,Seneca,35251,34801,SenecaNew York,36099
Ohio,Seneca,56745,55650,SenecaOhio,39147
Tennessee,Sequatchie,14112,14641,SequatchieTennessee,47153
Oklahoma,Sequoyah,42391,41782,SequoyahOklahoma,40135
Arkansas,Sevier,17058,17262,SevierArkansas,5133
Tennessee,Sevier,89889,95417,SevierTennessee,47155
Utah,Sevier,20802,20858,SevierUtah,49041
Kansas,Seward,22952,23273,SewardKansas,20175
Nebraska,Seward,16750,16994,SewardNebraska,31159
Texas,Shackelford,3378,3333,ShackelfordTexas,48417
Missouri,Shannon,8441,8273,ShannonMissouri,29203
Mississippi,Sharkey,4916,4563,SharkeyMississippi,28125
Arkansas,Sharp,17264,16808,SharpArkansas,5135
California,Shasta,177223,178314,ShastaCalifornia,6089
Wisconsin,Shawano,41949,41051,ShawanoWisconsin,55115
Kansas,Shawnee,177934,178689,ShawneeKansas,20177
Wisconsin,Sheboygan,115507,115196,SheboyganWisconsin,55117
Alabama,Shelby,195085,208959,ShelbyAlabama,1117
Illinois,Shelby,22363,21819,ShelbyIllinois,17173
Indiana,Shelby,44436,44341,ShelbyIndiana,18145
Iowa,Shelby,12167,11789,ShelbyIowa,19165
Kentucky,Shelby,42074,45787,ShelbyKentucky,21211
Missouri,Shelby,6373,6101,ShelbyMissouri,29205
Ohio,Shelby,49423,49030,ShelbyOhio,39149
Tennessee,Shelby,927644,937067,ShelbyTennessee,47157
Texas,Shelby,25448,25373,ShelbyTexas,48419
Virginia,Shenandoah,41993,42848,ShenandoahVirginia,51171
Minnesota,Sherburne,88499,91415,SherburneMinnesota,27141
Kansas,Sheridan,2556,2475,SheridanKansas,20179
Montana,Sheridan,3384,3673,SheridanMontana,30091
Nebraska,Sheridan,5469,5216,SheridanNebraska,31161
North Dakota,Sheridan,1321,1311,SheridanNorth Dakota,38083
Wyoming,Sheridan,29116,29883,SheridanWyoming,56033
Kansas,Sherman,6010,5964,ShermanKansas,20181
Nebraska,Sherman,3152,3036,ShermanNebraska,31163
Oregon,Sherman,1765,1689,ShermanOregon,41055
Texas,Sherman,3034,3058,ShermanTexas,48421
Michigan,Shiawassee,70648,68505,ShiawasseeMichigan,26155
Idaho,Shoshone,12765,12440,ShoshoneIdaho,16079
Minnesota,Sibley,15226,14889,SibleyMinnesota,27143
California,Sierra,3240,2985,SierraCalifornia,6091
New Mexico,Sierra,11988,11236,SierraNew Mexico,35051
Montana,SilverBow,34200,34691,SilverBowMontana,30093
Kentucky,Simpson,17327,17901,SimpsonKentucky,21213
Mississippi,Simpson,27503,27169,SimpsonMississippi,28127
Iowa,Sioux,33704,34754,SiouxIowa,19167
Nebraska,Sioux,1311,1276,SiouxNebraska,31165
North Dakota,Sioux,4153,4377,SiouxNorth Dakota,38085
California,Siskiyou,44900,43254,SiskiyouCalifornia,6093
Alaska,Sitka,8881,8778,SitkaAlaska,2220
Washington,Skagit,116901,121559,SkagitWashington,53057
Alaska,SkagwayMunicipality,968,1088,SkagwayMunicipalityAlaska,2230
Washington,Skamania,11066,11375,SkamaniaWashington,53059
North Dakota,Slope,727,781,SlopeNorth Dakota,38087
Kansas,Smith,3853,3689,SmithKansas,20183
Mississippi,Smith,16491,16079,SmithMississippi,28129
Tennessee,Smith,19166,19308,SmithTennessee,47159
Texas,Smith,209714,222390,SmithTexas,48423
Virginia,Smyth,32208,31419,SmythVirginia,51173
Washington,Snohomish,713335,769698,SnohomishWashington,53061
Pennsylvania,Snyder,39702,40509,SnyderPennsylvania,42109
New Mexico,Socorro,17866,17152,SocorroNew Mexico,35053
California,Solano,413344,433409,SolanoCalifornia,6095
Maine,Somerset,52228,50729,SomersetMaine,23025
Maryland,Somerset,26470,25687,SomersetMaryland,24039
New Jersey,Somerset,323444,329626,SomersetNew Jersey,34035
Pennsylvania,Somerset,77742,75383,SomersetPennsylvania,42111
Texas,Somervell,8490,8618,SomervellTexas,48425
California,Sonoma,483878,500863,SonomaCalifornia,6097
Virginia,Southampton,18570,18136,SouthamptonVirginia,51175
Alaska,SoutheastFairbanks,7029,6812,SoutheastFairbanksAlaska,2240
Georgia,Spalding,64073,63818,SpaldingGeorgia,13255
South Carolina,Spartanburg,284307,296558,SpartanburgSouth Carolina,45083
Indiana,Spencer,20952,20640,SpencerIndiana,18147
Kentucky,Spencer,17061,18072,SpencerKentucky,21215
South Dakota,Spink,6415,6554,SpinkSouth Dakota,46115
Washington,Spokane,471221,488610,SpokaneWashington,53063
Virginia,Spotsylvania,122397,129948,SpotsylvaniaVirginia,51177
Louisiana,StBernard,35897,45421,StBernardLouisiana,22087
Louisiana,StCharles,52780,52572,StCharlesLouisiana,22089
Missouri,StCharles,360485,384978,StCharlesMissouri,29183
Alabama,StClair,83593,86546,StClairAlabama,1115
Illinois,StClair,270056,264858,StClairIllinois,17163
Michigan,StClair,163040,159700,StClairMichigan,26147
Missouri,StClair,9805,9411,StClairMissouri,29185
Wisconsin,StCroix,84345,87129,StCroixWisconsin,55109
Arkansas,StFrancis,28258,26651,StFrancisArkansas,5123
Missouri,StFrancois,65359,66232,StFrancoisMissouri,29187
Louisiana,StHelena,11203,10457,StHelenaLouisiana,22091
Louisiana,StJames,22102,21481,StJamesLouisiana,22093
Louisiana,StJohntheBaptist,45924,43523,StJohntheBaptistLouisiana,22095
Florida,StJohns,190039,226362,StJohnsFlorida,12109
Indiana,StJoseph,266931,268361,StJosephIndiana,18141
Michigan,StJoseph,61295,60804,StJosephMichigan,26149
Louisiana,StLandry,83384,83649,StLandryLouisiana,22097
New York,StLawrence,111944,110348,StLawrenceNew York,36089
Minnesota,StLouis,200226,200296,StLouisMinnesota,27137
Missouri,StLouis,998954,1001109,StLouisMissouri,29189
Florida,StLucie,277789,297282,StLucieFlorida,12111
Louisiana,StMartin,52160,53831,StMartinLouisiana,22099
Louisiana,StMary,54650,52876,StMaryLouisiana,22101
Maryland,StMary's,105151,110985,StMary'sMaryland,24037
Louisiana,StTammany,233740,248930,StTammanyLouisiana,22103
Kansas,Stafford,4437,4215,StaffordKansas,20185
Virginia,Stafford,128961,140868,StaffordVirginia,51179
California,Stanislaus,514453,533211,StanislausCalifornia,6099
South Dakota,Stanley,2966,2974,StanleySouth Dakota,46117
North Carolina,Stanly,60585,60622,StanlyNorth Carolina,37167
Kansas,Stanton,2235,2070,StantonKansas,20187
Nebraska,Stanton,6129,5944,StantonNebraska,31167
Illinois,Stark,5994,5505,StarkIllinois,17175
North Dakota,Stark,24199,31861,StarkNorth Dakota,38089
Ohio,Stark,375586,374715,StarkOhio,39151
Indiana,Starke,23363,22860,StarkeIndiana,18149
Texas,Starr,60968,63484,StarrTexas,48427
Virginia,StauntonCity,23746,24185,StauntonCityVirginia,51790
Missouri,SteGenevieve,18145,17804,SteGenevieveMissouri,29186
Minnesota,Stearns,150642,156003,StearnsMinnesota,27145
Minnesota,Steele,36576,36599,SteeleMinnesota,27147
North Dakota,Steele,1975,1915,SteeleNorth Dakota,38091
Georgia,Stephens,26175,25446,StephensGeorgia,13257
Oklahoma,Stephens,45048,44576,StephensOklahoma,40137
Texas,Stephens,9630,9385,StephensTexas,48429
Illinois,Stephenson,47711,45668,StephensonIllinois,17177
Texas,Sterling,1143,1333,SterlingTexas,48431
Indiana,Steuben,34185,34469,SteubenIndiana,18151
New York,Steuben,98990,97551,SteubenNew York,36101
Kansas,Stevens,5724,5789,StevensKansas,20189
Minnesota,Stevens,9726,9874,StevensMinnesota,27149
Washington,Stevens,43531,43553,StevensWashington,53065
Georgia,Stewart,6058,5973,StewartGeorgia,13259
Tennessee,Stewart,13324,13187,StewartTennessee,47161
Montana,Stillwater,9117,9425,StillwaterMontana,30095
Missouri,Stoddard,29968,29736,StoddardMissouri,29207
North Carolina,Stokes,47401,46159,StokesNorth Carolina,37169
Arkansas,Stone,12394,12386,StoneArkansas,5137
Mississippi,Stone,17786,18271,StoneMississippi,28131
Missouri,Stone,32202,31307,StoneMissouri,29209
Texas,Stonewall,1490,1398,StonewallTexas,48433
Nevada,Storey,4010,3876,StoreyNevada,32029
Iowa,Story,89542,96636,StoryIowa,19169
New Hampshire,Strafford,123143,127038,StraffordNew Hampshire,33017
North Dakota,Stutsman,21100,21047,StutsmanNorth Dakota,38093
Wyoming,Sublette,10247,10044,SubletteWyoming,56035
Virginia,SuffolkCity,84585,88079,SuffolkCityVirginia,51800
Massachusetts,Suffolk,722023,782591,SuffolkMassachusetts,25025
New York,Suffolk,1493350,1491967,SuffolkNew York,36103
Indiana,Sullivan,21475,20874,SullivanIndiana,18153
Missouri,Sullivan,6714,6366,SullivanMissouri,29211
New Hampshire,Sullivan,43742,43148,SullivanNew Hampshire,33019
New York,Sullivan,77547,74832,SullivanNew York,36105
Pennsylvania,Sullivan,6428,6267,SullivanPennsylvania,42113
Tennessee,Sullivan,156823,156199,SullivanTennessee,47163
South Dakota,Sully,1373,1401,SullySouth Dakota,46119
West Virginia,Summers,13927,13137,SummersWest Virginia,54089
Colorado,Summit,27994,30045,SummitColorado,8117
Ohio,Summit,541781,541788,SummitOhio,39153
Utah,Summit,36324,39640,SummitUtah,49043
Kansas,Sumner,24132,23417,SumnerKansas,20191
Tennessee,Sumner,160645,175326,SumnerTennessee,47165
Alabama,Sumter,13763,13206,SumterAlabama,1119
Florida,Sumter,93420,117076,SumterFlorida,12119
Georgia,Sumter,32819,30696,SumterGeorgia,13261
South Carolina,Sumter,107456,107151,SumterSouth Carolina,45085
Mississippi,Sunflower,29450,26877,SunflowerMississippi,28133
North Carolina,Surry,73673,71998,SurryNorth Carolina,37171
Virginia,Surry,7058,6671,SurryVirginia,51181
Pennsylvania,Susquehanna,43356,41775,SusquehannaPennsylvania,42115
Delaware,Sussex,197145,214636,SussexDelaware,10005
New Jersey,Sussex,149265,143004,SussexNew Jersey,34037
Virginia,Sussex,12087,11692,SussexVirginia,51183
California,Sutter,94737,95282,SutterCalifornia,6101
Texas,Sutton,4128,3915,SuttonTexas,48435
Florida,Suwannee,41551,43677,SuwanneeFlorida,12121
North Carolina,Swain,13981,14326,SwainNorth Carolina,37173
Montana,SweetGrass,3651,3620,SweetGrassMontana,30097
Wyoming,Sweetwater,43806,44719,SweetwaterWyoming,56037
Minnesota,Swift,9783,9376,SwiftMinnesota,27151
Texas,Swisher,7854,7477,SwisherTexas,48437
Indiana,Switzerland,10613,10614,SwitzerlandIndiana,18155
Georgia,Talbot,6865,6498,TalbotGeorgia,13263
Maryland,Talbot,37782,37413,TalbotMaryland,24041
Georgia,Taliaferro,1717,1642,TaliaferroGeorgia,13265
Alabama,Talladega,82291,81128,TalladegaAlabama,1121
Mississippi,Tallahatchie,15378,14582,TallahatchieMississippi,28135
Alabama,Tallapoosa,41616,40605,TallapoosaAlabama,1123
Iowa,Tama,17767,17217,TamaIowa,19171
Missouri,Taney,51675,54216,TaneyMissouri,29213
Louisiana,Tangipahoa,121097,128716,TangipahoaLouisiana,22105
New Mexico,Taos,32937,32797,TaosNew Mexico,35055
Texas,Tarrant,1809034,1984880,TarrantTexas,48439
Mississippi,Tate,28886,28465,TateMississippi,28137
Georgia,Tattnall,25520,25387,TattnallGeorgia,13267
Florida,Taylor,22570,22355,TaylorFlorida,12123
Georgia,Taylor,8906,8243,TaylorGeorgia,13269
Iowa,Taylor,6317,6246,TaylorIowa,19173
Kentucky,Taylor,24512,25586,TaylorKentucky,21217
Texas,Taylor,131506,136133,TaylorTexas,48441
West Virginia,Taylor,16895,16930,TaylorWest Virginia,54091
Wisconsin,Taylor,20689,20314,TaylorWisconsin,55119
Illinois,Tazewell,135394,134302,TazewellIllinois,17179
Virginia,Tazewell,45078,42905,TazewellVirginia,51185
California,Tehama,63463,63158,TehamaCalifornia,6103
Georgia,Telfair,16500,16451,TelfairGeorgia,13271
Colorado,Teller,23350,23388,TellerColorado,8119
Louisiana,Tensas,5252,4772,TensasLouisiana,22107
Louisiana,Terrebonne,111860,113817,TerrebonneLouisiana,22109
Georgia,Terrell,9315,9013,TerrellGeorgia,13273
Texas,Terrell,984,867,TerrellTexas,48443
Texas,Terry,12651,12759,TerryTexas,48445
Idaho,Teton,10170,10725,TetonIdaho,16081
Montana,Teton,6073,6062,TetonMontana,30099
Wyoming,Teton,21294,23047,TetonWyoming,56039
Missouri,Texas,26008,25660,TexasMissouri,29215
Oklahoma,Texas,20640,21446,TexasOklahoma,40139
Nebraska,Thayer,5228,5129,ThayerNebraska,31169
Georgia,Thomas,44720,44796,ThomasGeorgia,13275
Kansas,Thomas,7900,7895,ThomasKansas,20193
Nebraska,Thomas,647,693,ThomasNebraska,31171
Texas,Throckmorton,1641,1559,ThrockmortonTexas,48447
Nebraska,Thurston,6940,7073,ThurstonNebraska,31173
Washington,Thurston,252264,267978,ThurstonWashington,53067
Georgia,Tift,40118,40536,TiftGeorgia,13277
Oregon,Tillamook,25250,25561,TillamookOregon,41057
Oklahoma,Tillman,7992,7567,TillmanOklahoma,40141
New York,Tioga,51125,49355,TiogaNew York,36107
Pennsylvania,Tioga,41981,41519,TiogaPennsylvania,42117
Mississippi,Tippah,22232,22018,TippahMississippi,28139
Indiana,Tippecanoe,172780,186723,TippecanoeIndiana,18157
Indiana,Tipton,15936,15249,TiptonIndiana,18159
Tennessee,Tipton,61081,61533,TiptonTennessee,47167
Mississippi,Tishomingo,19593,19481,TishomingoMississippi,28141
Texas,Titus,32334,32626,TitusTexas,48449
Kentucky,Todd,12460,12447,ToddKentucky,21219
Minnesota,Todd,24895,24328,ToddMinnesota,27153
South Dakota,Todd,9612,10041,ToddSouth Dakota,46121
Connecticut,Tolland,152691,151734,TollandConnecticut,9013
Texas,TomGreen,110224,117514,TomGreenTexas,48451
New York,Tompkins,101564,103006,TompkinsNew York,36109
Utah,Tooele,58218,62639,TooeleUtah,49045
Montana,Toole,5324,5077,TooleMontana,30101
Georgia,Toombs,27223,27150,ToombsGeorgia,13279
New Mexico,Torrance,16383,15596,TorranceNew Mexico,35057
North Dakota,Towner,2246,2251,TownerNorth Dakota,38095
Georgia,Towns,10471,11212,TownsGeorgia,13281
North Dakota,Traill,8121,7987,TraillNorth Dakota,38097
North Carolina,Transylvania,33090,33157,TransylvaniaNorth Carolina,37175
Minnesota,Traverse,3558,3373,TraverseMinnesota,27155
Texas,Travis,1024266,1179805,TravisTexas,48453
Montana,Treasure,718,684,TreasureMontana,30103
Kansas,Trego,3001,2907,TregoKansas,20195
Wisconsin,Trempealeau,28816,29441,TrempealeauWisconsin,55121
Georgia,Treutlen,6885,6803,TreutlenGeorgia,13283
Kentucky,Trigg,14339,14218,TriggKentucky,21221
Kentucky,Trimble,8809,8733,TrimbleKentucky,21223
California,Trinity,13786,13094,TrinityCalifornia,6105
Texas,Trinity,14585,14539,TrinityTexas,48455
South Dakota,Tripp,5644,5422,TrippSouth Dakota,46123
Georgia,Troup,67044,69595,TroupGeorgia,13285
Tennessee,Trousdale,7870,8051,TrousdaleTennessee,47169
Ohio,Trumbull,210312,203328,TrumbullOhio,39155
West Virginia,Tucker,7141,7089,TuckerWest Virginia,54093
California,Tulare,442179,457161,TulareCalifornia,6107
Oklahoma,Tulsa,603403,640470,TulsaOklahoma,40143
Mississippi,Tunica,10778,10264,TunicaMississippi,28143
California,Tuolumne,55365,53615,TuolumneCalifornia,6109
Georgia,Turner,8930,7982,TurnerGeorgia,13287
South Dakota,Turner,8347,8131,TurnerSouth Dakota,46125
Alabama,Tuscaloosa,194656,204767,TuscaloosaAlabama,1125
Ohio,Tuscarawas,92582,92739,TuscarawasOhio,39157
Michigan,Tuscola,55729,53726,TuscolaMichigan,26157
Georgia,Twiggs,9023,8347,TwiggsGeorgia,13289
Idaho,TwinFalls,77230,82245,TwinFallsIdaho,16083
Texas,Tyler,21766,21370,TylerTexas,48457
West Virginia,Tyler,9208,8958,TylerWest Virginia,54095
North Carolina,Tyrrell,4407,4139,TyrrellNorth Carolina,37177
Wyoming,Uinta,21118,20763,UintaWyoming,56041
Utah,Uintah,32588,37791,UintahUtah,49047
New York,Ulster,182493,179658,UlsterNew York,36111
Oregon,Umatilla,75889,76467,UmatillaOregon,41059
Tennessee,Unicoi,18313,17819,UnicoiTennessee,47171
Arkansas,Union,41639,40086,UnionArkansas,5139
Florida,Union,15535,15265,UnionFlorida,12125
Georgia,Union,21356,22007,UnionGeorgia,13291
Illinois,Union,17808,17284,UnionIllinois,17181
Indiana,Union,7516,7185,UnionIndiana,18161
Iowa,Union,12534,12430,UnionIowa,19175
Kentucky,Union,15007,14951,UnionKentucky,21225
Louisiana,Union,22721,22487,UnionLouisiana,22111
Mississippi,Union,27134,28311,UnionMississippi,28145
New Jersey,Union,536499,549905,UnionNew Jersey,34039
New Mexico,Union,4549,4163,UnionNew Mexico,35059
North Carolina,Union,201292,221949,UnionNorth Carolina,37179
Ohio,Union,52300,54388,UnionOhio,39159
Oregon,Union,25748,25703,UnionOregon,41061
Pennsylvania,Union,44947,45519,UnionPennsylvania,42119
South Carolina,Union,28961,27743,UnionSouth Carolina,45087
South Dakota,Union,14399,14925,UnionSouth Dakota,46127
Tennessee,Union,19109,19159,UnionTennessee,47173
Texas,Upshur,39309,40317,UpshurTexas,48459
West Virginia,Upshur,24254,24727,UpshurWest Virginia,54097
Georgia,Upson,27153,26231,UpsonGeorgia,13293
Texas,Upton,3355,3652,UptonTexas,48461
Utah,Utah,516564,572667,UtahUtah,49049
Texas,Uvalde,26405,26949,UvaldeTexas,48463
Texas,ValVerde,48879,48891,ValVerdeTexas,48465
Alaska,Valdez-Cordova,9636,9319,Valdez-CordovaAlaska,2261
New Mexico,Valencia,76569,75661,ValenciaNew Mexico,35061
Idaho,Valley,9862,10043,ValleyIdaho,16085
Montana,Valley,7369,7621,ValleyMontana,30105
Nebraska,Valley,4260,4168,ValleyNebraska,31175
Arkansas,VanBuren,17295,16808,VanBurenArkansas,5141
Iowa,VanBuren,7570,7296,VanBurenIowa,19177
Michigan,VanBuren,76258,75060,VanBurenMichigan,26159
Tennessee,VanBuren,5548,5695,VanBurenTennessee,47175
Ohio,VanWert,28744,28319,VanWertOhio,39161
Texas,VanZandt,52579,53430,VanZandtTexas,48467
North Carolina,Vance,45422,44459,VanceNorth Carolina,37181
Indiana,Vanderburgh,179703,181504,VanderburghIndiana,18163
Pennsylvania,Venango,54984,52954,VenangoPennsylvania,42121
California,Ventura,823318,845802,VenturaCalifornia,6111
Illinois,Vermilion,81625,79170,VermilionIllinois,17183
Louisiana,Vermilion,57999,59918,VermilionLouisiana,22113
Indiana,Vermillion,16212,15593,VermillionIndiana,18165
Louisiana,Vernon,52334,51431,VernonLouisiana,22115
Missouri,Vernon,21159,20758,VernonMissouri,29217
Wisconsin,Vernon,29773,30317,VernonWisconsin,55123
Texas,Victoria,86793,92136,VictoriaTexas,48469
Indiana,Vigo,107848,107533,VigoIndiana,18167
Wisconsin,Vilas,21430,21447,VilasWisconsin,55125
Ohio,Vinton,13435,13082,VintonOhio,39163
Virginia,VirginiaBeach,437994,450304,VirginiaBeachVirginia,51810
