state,county,FIPS,SVI_sum_of_indicators,SVI_ranking,percent_uninsured
FLORIDA,Jefferson,12065,8.9933,0.7558,10
TEXAS,Gray,48179,8.994,0.7561,18.8
OREGON,Morrow,41049,8.9984,0.7564,12.9
VIRGINIA,Newport News City,51700,9.0003,0.7568,12.4
MISSISSIPPI,Monroe,28095,9.0019,0.7571,12.8
TEXAS,Dallam,48111,9.0032,0.7574,24.9
ARKANSAS,Logan,5083,9.0035,0.758,10.1
LOUISIANA,St. Martin,22099,9.0035,0.7577,13.6
IDAHO,Canyon,16027,9.0038,0.7584,16.4
KENTUCKY,Pulaski,21199,9.0127,0.7587,9.2
LOUISIANA,Lafourche,22057,9.015,0.759,14
ARKANSAS,Craighead,5031,9.0153,0.7593,13.6
TENNESSEE,McNairy,47109,9.0166,0.7596,13.5
LOUISIANA,Orleans,22071,9.0194,0.7599,14.2
GEORGIA,Montgomery,13209,9.0207,0.7603,16
MISSOURI,Washington,29221,9.0236,0.7606,15.2
TEXAS,Parmer,48369,9.0242,0.7609,21.7
KENTUCKY,Webster,21233,9.0287,0.7612,9.8
NORTH CAROLINA,Gaston,37071,9.0309,0.7615,13.9
ARKANSAS,Independence,5063,9.0328,0.7619,13
TEXAS,Wichita,48485,9.0357,0.7622,16.4
OKLAHOMA,Nowata,40105,9.0366,0.7625,17.7
TEXAS,Ector,48135,9.0376,0.7628,23.3
WEST VIRGINIA,Mercer,54055,9.0404,0.7631,8.9
OKLAHOMA,Mayes,40097,9.043,0.7635,17.3
ARIZONA,Coconino,4005,9.0433,0.7638,16.4
NORTH CAROLINA,Surry,37171,9.0449,0.7641,15.1
NORTH CAROLINA,Avery,37011,9.0503,0.7644,18.1
COLORADO,Morgan,8087,9.0516,0.7647,9.4
FLORIDA,Marion,12083,9.056,0.765,15.2
OHIO,Adams,39001,9.0621,0.7654,12.7
TENNESSEE,Morgan,47129,9.0634,0.7657,12.1
OREGON,Jackson,41029,9.064,0.766,11.5
GEORGIA,Webster,13307,9.0643,0.7663,12.6
KENTUCKY,Bath,21011,9.0684,0.7666,11.7
TEXAS,Dallas,48113,9.0704,0.767,23.2
NEW YORK,Sullivan,36105,9.0755,0.7673,9.5
FLORIDA,St. Lucie,12111,9.0802,0.7676,17.2
MISSISSIPPI,Lee,28081,9.0825,0.7682,12.4
KENTUCKY,Whitley,21235,9.0825,0.7679,10.7
KENTUCKY,Hart,21099,9.084,0.7685,14.4
VIRGINIA,Richmond City,51760,9.0869,0.7689,15.7
ARKANSAS,Ashley,5003,9.0872,0.7692,12.2
MISSISSIPPI,Stone,28131,9.0879,0.7695,16
OKLAHOMA,Hughes,40063,9.0885,0.7698,20.5
KENTUCKY,Leslie,21131,9.0926,0.7701,10.6
VIRGINIA,Norfolk City,51710,9.0939,0.7705,14.6
MICHIGAN,Osceola,26133,9.0942,0.7708,12.4
KENTUCKY,Lincoln,21137,9.0974,0.7714,14.3
NEVADA,Churchill,32001,9.0974,0.7711,15.9
WEST VIRGINIA,Fayette,54019,9.0981,0.7717,11.5
TENNESSEE,Hickman,47081,9.0984,0.7724,15
ALABAMA,Coosa,1037,9.0984,0.772,12.6
MISSOURI,Morgan,29141,9.0996,0.7727,24.1
GEORGIA,Bleckley,13023,9.1089,0.773,11.6
IDAHO,Power,16077,9.113,0.7733,14.5
TEXAS,Childress,48075,9.1143,0.7736,15.4
KANSAS,Finney,20055,9.1172,0.774,13.7
MISSOURI,Taney,29213,9.1184,0.7743,19.4
FLORIDA,Gilchrist,12041,9.1296,0.7746,19.1
WEST VIRGINIA,Raleigh,54081,9.1312,0.7749,10.9
GEORGIA,Chattahoochee,13053,9.1331,0.7752,10.1
SOUTH CAROLINA,Chester,45023,9.134,0.7755,13.3
TENNESSEE,Johnson,47091,9.1366,0.7759,12.7
MISSISSIPPI,Lincoln,28085,9.1382,0.7762,13.1
MICHIGAN,Clare,26035,9.1385,0.7765,13.2
NEW JERSEY,Passaic,34031,9.1404,0.7768,15.1
ARKANSAS,Arkansas,5001,9.1423,0.7771,9.5
GEORGIA,Charlton,13049,9.1452,0.7775,20.6
ARKANSAS,Conway,5029,9.1471,0.7778,10.9
TEXAS,San Patricio,48409,9.1493,0.7781,19.5
GEORGIA,Worth,13321,9.1528,0.7784,19.3
OKLAHOMA,Pushmataha,40127,9.1531,0.7787,20
KENTUCKY,Ohio,21183,9.1554,0.7791,8.8
WEST VIRGINIA,Summers,54089,9.1566,0.7794,8.3
CALIFORNIA,Sacramento,6067,9.157,0.7797,10.4
ALABAMA,Walker,1127,9.1573,0.78,12.6
MICHIGAN,Lake,26085,9.1582,0.7803,11.4
OKLAHOMA,Kay,40071,9.1601,0.7806,15.9
KENTUCKY,Graves,21083,9.1621,0.781,10.7
KENTUCKY,Lee,21129,9.1627,0.7813,10.3
INDIANA,Wayne,18177,9.1646,0.7816,14.9
TENNESSEE,Hancock,47067,9.1777,0.7819,12.8
MICHIGAN,Muskegon,26121,9.1783,0.7822,7.8
SOUTH CAROLINA,Edgefield,45037,9.1792,0.7826,11
KENTUCKY,Taylor,21217,9.1805,0.7829,12.4
SOUTH CAROLINA,Saluda,45081,9.1866,0.7832,17.3
KANSAS,Montgomery,20125,9.1885,0.7835,12.3
WASHINGTON,Ferry,53019,9.1888,0.7838,11.9
TENNESSEE,Benton,47005,9.1913,0.7841,13.4
TENNESSEE,Haywood,47075,9.1917,0.7845,11.5
NORTH CAROLINA,Granville,37077,9.1964,0.7848,11.7
GEORGIA,Glynn,13127,9.1993,0.7851,16.3
TENNESSEE,Bedford,47003,9.1996,0.7854,14
TENNESSEE,Warren,47177,9.2003,0.7857,12.7
NORTH CAROLINA,Craven,37049,9.2006,0.7861,13.6
KENTUCKY,Morgan,21175,9.2041,0.7864,9
GEORGIA,Jasper,13159,9.205,0.7867,15.5
ALABAMA,Mobile,1097,9.2066,0.787,13.2
OHIO,Scioto,39145,9.2069,0.7873,9.9
ALABAMA,Marshall,1095,9.2146,0.7876,15.4
TEXAS,Rusk,48401,9.2149,0.788,20.8
CALIFORNIA,Los Angeles,6037,9.2159,0.7883,15.9
NORTH CAROLINA,Alamance,37001,9.2187,0.7886,14.2
GEORGIA,Talbot,13263,9.2187,0.7889,14
KENTUCKY,Fleming,21069,9.2225,0.7892,16.7
TENNESSEE,Shelby,47157,9.2225,0.7896,13.7
TEXAS,Freestone,48161,9.2229,0.7899,18.9
OKLAHOMA,Pottawatomie,40125,9.2292,0.7902,16.1
TEXAS,Reeves,48389,9.2324,0.7905,19.5
GEORGIA,Bulloch,13031,9.233,0.7908,14.7
VIRGINIA,Northampton,51131,9.2378,0.7911,16.6
CALIFORNIA,Butte,6007,9.2385,0.7915,10.7
OKLAHOMA,McIntosh,40091,9.2451,0.7918,17.6
TEXAS,Hopkins,48223,9.2483,0.7921,21.3
NORTH CAROLINA,Harnett,37085,9.2493,0.7924,13.2
GEORGIA,Long,13183,9.2534,0.7927,17.2
KENTUCKY,Powell,21197,9.2544,0.7931,8.9
NEW YORK,Montgomery,36057,9.2553,0.7934,8.8
VIRGINIA,Wise,51195,9.2598,0.7937,12.5
KENTUCKY,Butler,21031,9.2627,0.794,10.6
ARKANSAS,Sebastian,5131,9.263,0.7943,13.7
VIRGINIA,Buckingham,51029,9.2639,0.7947,14.3
MISSOURI,Pettis,29159,9.2642,0.795,14.5
ILLINOIS,Vermilion,17183,9.2646,0.7953,8.6
OKLAHOMA,Comanche,40031,9.2655,0.7956,15
VIRGINIA,Harrisonburg City,51660,9.2655,0.7959,14.4
OKLAHOMA,Jefferson,40067,9.2668,0.7962,20.8
TENNESSEE,Clay,47027,9.2668,0.7966,13.4
LOUISIANA,Red River,22081,9.2674,0.7969,16
MISSOURI,Wright,29229,9.2709,0.7972,18.5
TEXAS,Jasper,48241,9.2713,0.7975,18.8
TEXAS,Dawson,48115,9.2719,0.7978,20.8
VIRGINIA,Prince Edward,51147,9.2722,0.7982,11.4
ILLINOIS,Lawrence,17101,9.2783,0.7985,8.7
TEXAS,DeWitt,48123,9.2798,0.7988,14.8
VIRGINIA,Portsmouth City,51740,9.2821,0.7991,12.5
TENNESSEE,Lawrence,47099,9.2849,0.7994,16.2
MISSISSIPPI,Pearl River,28109,9.2853,0.7997,15.9
NORTH CAROLINA,Martin,37117,9.2881,0.8001,14.9
NORTH CAROLINA,Pitt,37147,9.2891,0.8004,13.7
ALASKA,Lake and Peninsula,2164,9.29,0.8007,33.9
MISSISSIPPI,Prentiss,28117,9.291,0.801,15.7
ARKANSAS,Johnson,5071,9.2919,0.8013,12.9
GEORGIA,Quitman,13239,9.2935,0.8017,17.8
GEORGIA,Laurens,13175,9.2993,0.802,13.8
NEW JERSEY,Atlantic,34001,9.3018,0.8023,12.1
LOUISIANA,Caddo,22017,9.3025,0.8026,14.5
ALABAMA,Randolph,1111,9.3028,0.8029,11.9
INDIANA,Marion,18097,9.3034,0.8032,13.9
ARKANSAS,Nevada,5099,9.3034,0.8036,14.8
ARKANSAS,Lafayette,5073,9.3037,0.8039,13.7
LOUISIANA,Terrebonne,22109,9.3066,0.8042,16.6
KENTUCKY,Rockcastle,21203,9.3069,0.8045,8.6
TEXAS,Robertson,48395,9.3085,0.8048,19.1
MISSISSIPPI,Pontotoc,28115,9.3168,0.8052,18.4
TEXAS,Moore,48341,9.319,0.8055,19.5
VIRGINIA,Roanoke City,51770,9.3295,0.8058,15
GEORGIA,Wilkinson,13319,9.3298,0.8061,10.7
TENNESSEE,Obion,47131,9.3321,0.8064,13.8
KENTUCKY,Marion,21155,9.3333,0.8067,8.8
MISSOURI,Butler,29023,9.3429,0.8071,12.3
KENTUCKY,Letcher,21133,9.3448,0.8074,10.9
MISSISSIPPI,Warren,28149,9.3451,0.8077,14
INDIANA,Elkhart,18039,9.3464,0.808,18.4
NORTH CAROLINA,Wilkes,37193,9.3499,0.8083,13.5
ILLINOIS,Jefferson,17081,9.3515,0.8087,8.3
MISSISSIPPI,Union,28145,9.3528,0.809,14.9
ALABAMA,Montgomery,1101,9.3531,0.8093,12.1
OKLAHOMA,Bryan,40013,9.361,0.8096,17.5
TEXAS,Lynn,48305,9.3629,0.8099,23.9
GEORGIA,Berrien,13019,9.3652,0.8103,22.8
GEORGIA,Liberty,13179,9.3655,0.8106,13.8
KENTUCKY,Elliott,21063,9.3664,0.8109,10.1
GEORGIA,Stephens,13257,9.368,0.8112,15.9
WASHINGTON,Lewis,53041,9.3744,0.8115,10.7
OKLAHOMA,Craig,40035,9.3785,0.8118,17.7
GEORGIA,Seminole,13253,9.3789,0.8122,18.5
MISSISSIPPI,Perry,28111,9.3795,0.8125,18.1
MISSOURI,St. Louis City,29510,9.3798,0.8128,14.7
SOUTH CAROLINA,Spartanburg,45083,9.3827,0.8131,13.6
MISSOURI,Dallas,29059,9.384,0.8134,20.9
CALIFORNIA,Siskiyou,6093,9.3843,0.8138,9.9
LOUISIANA,Pointe Coupee,22077,9.3868,0.8141,15.5
NEBRASKA,Dakota,31043,9.3878,0.8144,15.2
KENTUCKY,Johnson,21115,9.3881,0.8147,9.9
FLORIDA,Franklin,12037,9.3935,0.815,19.1
GEORGIA,Irwin,13155,9.3951,0.8153,18.4
CALIFORNIA,Monterey,6053,9.3964,0.8157,16.1
ALABAMA,Calhoun,1015,9.397,0.816,10.9
ARKANSAS,Poinsett,5111,9.3973,0.8163,13.9
MONTANA,Roosevelt,30085,9.3976,0.8166,26.3
GEORGIA,Wilcox,13315,9.4024,0.8169,14.9
ALABAMA,Geneva,1061,9.4031,0.8173,14.7
TEXAS,Bexar,48029,9.4043,0.8176,16.9
NORTH CAROLINA,Hyde,37095,9.4113,0.8179,18.1
TENNESSEE,Unicoi,47171,9.4136,0.8182,11.6
MONTANA,Pondera,30073,9.4244,0.8185,14.8
MISSOURI,Texas,29215,9.4266,0.8188,17
MISSOURI,Iron,29093,9.4336,0.8192,15.9
VIRGINIA,Lee,51105,9.4362,0.8195,15.9
TEXAS,Knox,48275,9.4397,0.8198,17.6
LOUISIANA,Jefferson Davis,22053,9.4419,0.8201,11.9
TEXAS,Nueces,48355,9.453,0.8204,18.3
KENTUCKY,Estill,21065,9.4575,0.8208,11.3
NORTH CAROLINA,Cleveland,37045,9.4629,0.8211,14.3
CALIFORNIA,Riverside,6065,9.4655,0.8214,14.7
GEORGIA,Cook,13075,9.4702,0.8217,22.5
NORTH CAROLINA,Rutherford,37161,9.4753,0.822,14
TEXAS,McLennan,48309,9.476,0.8223,16.5
LOUISIANA,Vermilion,22113,9.4769,0.8227,13.2
MASSACHUSETTS,Hampden,25013,9.4791,0.823,3.5
NORTH CAROLINA,Rockingham,37157,9.4811,0.8236,12.2
ALABAMA,Clarke,1025,9.4811,0.8233,13.3
NORTH DAKOTA,Rolette,38079,9.4817,0.8239,29.2
KENTUCKY,Owsley,21189,9.4868,0.8243,9.8
GEORGIA,Murray,13213,9.4893,0.8246,19.6
LOUISIANA,Sabine,22085,9.4912,0.8252,16
ARKANSAS,Sevier,5133,9.4912,0.8249,18.6
TEXAS,Lamb,48279,9.4922,0.8255,21
TEXAS,McCulloch,48307,9.4963,0.8259,20.5
GEORGIA,Wheeler,13309,9.4967,0.8262,20.5
TEXAS,Kerr,48265,9.497,0.8265,17.3
WISCONSIN,Milwaukee,55079,9.4979,0.8268,9.7
MISSISSIPPI,Clay,28025,9.4995,0.8271,15.3
TEXAS,Deaf Smith,48117,9.5002,0.8274,19.1
OHIO,Pike,39131,9.5011,0.8278,11.6
MICHIGAN,Oceana,26127,9.5018,0.8281,11.5
MISSOURI,Saline,29195,9.5056,0.8284,9.3
FLORIDA,Washington,12133,9.5081,0.8287,13.5
COLORADO,Bent,8011,9.5116,0.829,14.8
TEXAS,Morris,48343,9.5132,0.8294,16.7
ALABAMA,Choctaw,1023,9.5253,0.8297,11.5
TENNESSEE,Rhea,47143,9.5272,0.83,10.5
NORTH CAROLINA,Cumberland,37051,9.5314,0.8303,12.2
KENTUCKY,Floyd,21071,9.5339,0.8306,12.4
ILLINOIS,Saline,17165,9.5358,0.8309,8.5
IDAHO,Washington,16087,9.5377,0.8313,18.2
TEXAS,McMullen,48311,9.5387,0.8316,13.7
VIRGINIA,Accomack,51001,9.5419,0.8319,18
NEW YORK,Kings,36047,9.546,0.8322,10.7
TEXAS,Wharton,48481,9.5466,0.8325,19.1
TEXAS,Collingsworth,48087,9.5501,0.8329,21.2
KENTUCKY,Magoffin,21153,9.5514,0.8332,10.7
LOUISIANA,Union,22111,9.5533,0.8335,14
ARKANSAS,Garland,5051,9.5562,0.8338,14.7
KENTUCKY,Montgomery,21173,9.5568,0.8341,12.7
FLORIDA,Miami-Dade,12086,9.5642,0.8344,23.1
TEXAS,Tyler,48457,9.5667,0.8348,16.1
LOUISIANA,Ouachita,22073,9.5705,0.8351,16.6
TENNESSEE,Hamblen,47063,9.5708,0.8354,14.6
GEORGIA,Habersham,13137,9.5762,0.8357,17.7
TEXAS,Palo Pinto,48363,9.5791,0.836,21.8
MARYLAND,Baltimore City,24510,9.5804,0.8364,9
OKLAHOMA,Harmon,40057,9.5839,0.8367,15.3
OKLAHOMA,Johnston,40069,9.5858,0.837,20.8
TEXAS,Howard,48227,9.5864,0.8373,17.1
GEORGIA,Elbert,13105,9.5874,0.8376,14.4
OKLAHOMA,Okmulgee,40111,9.5893,0.8379,17.2
TEXAS,Comanche,48093,9.5893,0.8383,23.4
SOUTH CAROLINA,Hampton,45049,9.5909,0.8386,12.2
GEORGIA,Bacon,13005,9.6004,0.8389,16.4
TEXAS,Hockley,48219,9.6008,0.8392,20.2
TEXAS,Calhoun,48057,9.6008,0.8395,16.5
OREGON,Klamath,41035,9.6027,0.8399,11.6
NORTH CAROLINA,Person,37145,9.603,0.8402,11.9
SOUTH CAROLINA,Abbeville,45001,9.6049,0.8405,12
ALABAMA,Chambers,1017,9.6071,0.8408,11.8
ARKANSAS,Miller,5091,9.6087,0.8411,15.6
KENTUCKY,Wolfe,21237,9.6097,0.8415,11
GEORGIA,Baldwin,13009,9.611,0.8418,13
OKLAHOMA,Atoka,40005,9.6138,0.8421,20.7
SOUTH CAROLINA,Cherokee,45021,9.6211,0.8424,13.3
LOUISIANA,Iberville,22047,9.6237,0.8427,12.2
FLORIDA,Taylor,12123,9.6253,0.843,13.9
KENTUCKY,Breathitt,21025,9.6304,0.8434,10.5
NORTH CAROLINA,Jones,37103,9.6332,0.8437,16.2
KENTUCKY,Monroe,21171,9.6377,0.844,11.3
VIRGINIA,Greensville,51081,9.645,0.8443,10.8
MISSISSIPPI,Walthall,28147,9.6472,0.8446,19.3
MISSISSIPPI,Yalobusha,28161,9.6507,0.845,13.2
FLORIDA,Dixie,12029,9.6514,0.8453,17.7
TEXAS,Madison,48313,9.6593,0.8456,19.1
TEXAS,Stonewall,48433,9.6609,0.8459,15.5
NORTH CAROLINA,Pasquotank,37139,9.6667,0.8462,14.2
MISSISSIPPI,Montgomery,28097,9.6695,0.8465,9.4
NEW JERSEY,Essex,34013,9.6746,0.8469,15
LOUISIANA,Winn,22127,9.68,0.8472,17.2
SOUTH CAROLINA,Fairfield,45039,9.6804,0.8475,15.5
WASHINGTON,Grays Harbor,53027,9.687,0.8478,13.4
ALASKA,Dillingham,2070,9.6931,0.8481,25.8
OKLAHOMA,Haskell,40061,9.6944,0.8485,21.8
VIRGINIA,Henry,51089,9.6956,0.8488,12.5
TEXAS,Bailey,48017,9.6988,0.8491,29.5
TEXAS,Camp,48063,9.7011,0.8494,17.6
FLORIDA,Levy,12075,9.7061,0.8497,18.2
KENTUCKY,Harlan,21095,9.7061,0.85,12.1
GEORGIA,Miller,13201,9.7087,0.8504,16.3
VIRGINIA,Sussex,51183,9.7116,0.8507,8.4
GEORGIA,Carroll,13045,9.7163,0.851,15.5
VIRGINIA,Norton City,51720,9.7265,0.8513,10.5
FLORIDA,Highlands,12055,9.7287,0.8516,15.2
SOUTH DAKOTA,Corson,46031,9.7335,0.852,23.5
ARKANSAS,Drew,5043,9.7386,0.8523,12.7
SOUTH DAKOTA,Bennett,46007,9.7412,0.8526,22.3
NEW MEXICO,Grant,35017,9.7428,0.8529,6.7
ARKANSAS,Union,5139,9.7475,0.8532,13.1
KENTUCKY,Fulton,21075,9.7494,0.8535,11.1
SOUTH CAROLINA,Union,45087,9.758,0.8539,11.1
MISSOURI,New Madrid,29143,9.7631,0.8542,18.9
NEW MEXICO,Torrance,35057,9.7635,0.8545,12.1
MONTANA,Big Horn,30003,9.766,0.8548,39.2
FLORIDA,Osceola,12097,9.7666,0.8551,19.7
TEXAS,Jefferson,48245,9.7682,0.8555,21.5
LOUISIANA,Lincoln,22061,9.7698,0.8558,15.2
TEXAS,Gregg,48183,9.7717,0.8561,20
MISSISSIPPI,Harrison,28047,9.78,0.8564,18
MISSISSIPPI,Tippah,28139,9.781,0.8567,12.3
TEXAS,Titus,48449,9.7835,0.8571,21.4
COLORADO,Costilla,8023,9.7851,0.8574,14.2
MISSISSIPPI,Lowndes,28087,9.7873,0.8577,14.3
ARKANSAS,Jackson,5067,9.788,0.858,13.7
OKLAHOMA,Marshall,40095,9.7886,0.8586,17.1
TEXAS,Matagorda,48321,9.7886,0.8583,21.5
FLORIDA,Columbia,12023,9.7924,0.859,14.5
ARIZONA,Pinal,4021,9.7966,0.8593,11.6
TEXAS,Houston,48225,9.7966,0.8596,15.8
NORTH CAROLINA,Rowan,37159,9.7985,0.8599,14.1
NORTH CAROLINA,Lee,37105,9.801,0.8602,16.1
NORTH CAROLINA,Nash,37127,9.8023,0.8606,13.1
TEXAS,Lamar,48277,9.8029,0.8609,19.6
TEXAS,Dickens,48125,9.8042,0.8612,21.2
TEXAS,Stephens,48429,9.8045,0.8615,22.6
OKLAHOMA,Tillman,40141,9.8153,0.8618,16.6
MISSOURI,McDonald,29119,9.8182,0.8621,21.8
KENTUCKY,Martin,21159,9.8306,0.8625,12.2
TEXAS,Bowie,48037,9.8357,0.8631,16.6
ALABAMA,Conecuh,1035,9.8357,0.8628,19.1
CALIFORNIA,Sutter,6101,9.8402,0.8634,13.2
ALABAMA,Escambia,1053,9.8408,0.8637,17.6
ARKANSAS,Dallas,5039,9.8488,0.8641,11.5
NEVADA,Pershing,32027,9.8504,0.8644,17.5
TEXAS,Kinney,48271,9.8507,0.8647,22.8
SOUTH CAROLINA,Florence,45041,9.8567,0.865,11.9
ARKANSAS,Polk,5113,9.8625,0.8653,15
KENTUCKY,Wayne,21231,9.8634,0.8656,11.5
GEORGIA,Polk,13233,9.8647,0.866,16.5
GEORGIA,Taliaferro,13265,9.865,0.8663,19
GEORGIA,Jeff Davis,13161,9.866,0.8666,18.2
MISSISSIPPI,Wayne,28153,9.8707,0.8669,14
TEXAS,Grimes,48185,9.873,0.8672,17.4
COLORADO,Pueblo,8101,9.8771,0.8676,9.4
NORTH DAKOTA,Sioux,38085,9.8774,0.8679,28.6
KENTUCKY,Christian,21047,9.8844,0.8685,12
MICHIGAN,Wayne,26163,9.8844,0.8682,10.5
MISSISSIPPI,Jefferson Davis,28065,9.8851,0.8688,19.3
GEORGIA,Jenkins,13165,9.8876,0.8691,15.7
ALASKA,Yukon-Koyukuk,2290,9.8924,0.8695,35.3
FLORIDA,Liberty,12077,9.8933,0.8698,20.7
NORTH CAROLINA,McDowell,37111,9.8994,0.8704,14.2
TEXAS,Cottle,48101,9.8994,0.8701,19
MISSISSIPPI,Panola,28107,9.9045,0.8707,15.6
ALABAMA,Wilcox,1131,9.9067,0.8711,15.2
ARKANSAS,Clark,5019,9.907,0.8714,11.1
ARIZONA,Pima,4019,9.9083,0.8717,12.3
GEORGIA,Wilkes,13317,9.9169,0.872,16.1
OKLAHOMA,Adair,40001,9.9191,0.8723,26.5
FLORIDA,Holmes,12059,9.922,0.8727,17.7
TEXAS,Karnes,48255,9.9249,0.873,14.4
GEORGIA,Johnson,13167,9.9293,0.8733,18.5
NEW MEXICO,Lea,35025,9.9319,0.8736,17.8
LOUISIANA,Tangipahoa,22105,9.9341,0.8739,15.3
GEORGIA,Burke,13033,9.9347,0.8742,15.7
MISSISSIPPI,Hinds,28049,9.937,0.8746,15.1
NEVADA,Carson City,32510,9.9382,0.8749,13.9
KENTUCKY,McCreary,21147,9.9392,0.8752,10.2
KENTUCKY,Knott,21119,9.9433,0.8755,10.9
TENNESSEE,Bledsoe,47007,9.9494,0.8758,14.4
NEW MEXICO,Guadalupe,35019,9.9599,0.8762,7.3
NEW MEXICO,Taos,35055,9.9605,0.8765,14.3
TENNESSEE,Hardeman,47069,9.9631,0.8768,12.4
MINNESOTA,Mahnomen,27087,9.9653,0.8771,15.2
LOUISIANA,St. Landry,22097,9.9694,0.8774,14.1
MISSISSIPPI,Choctaw,28019,9.9701,0.8777,12.1
GEORGIA,Gordon,13129,9.9707,0.8781,18.1
GEORGIA,Pulaski,13235,9.9733,0.8784,16.4
OREGON,Wasco,41065,9.979,0.8787,10.8
GEORGIA,Franklin,13119,9.9793,0.879,18.4
TEXAS,Caldwell,48055,9.9828,0.8793,20.9
WISCONSIN,Menominee,55078,9.9834,0.8797,28.9
LOUISIANA,Allen,22003,9.9908,0.88,13
OKLAHOMA,Seminole,40133,9.9946,0.8803,21.3
KENTUCKY,Knox,21121,9.9984,0.8806,12.8
GEORGIA,Peach,13225,10,0.8809,17.9
GEORGIA,Hancock,13141,10.0048,0.8812,14
ARKANSAS,Ouachita,5103,10.0108,0.8816,10.4
TEXAS,Floyd,48153,10.0127,0.8819,23
LOUISIANA,Rapides,22079,10.0134,0.8822,13.6
CALIFORNIA,Mendocino,6045,10.0175,0.8825,12.6
TENNESSEE,Grundy,47061,10.0213,0.8828,19.3
CALIFORNIA,Stanislaus,6099,10.0232,0.8832,11.5
ARKANSAS,Yell,5149,10.0306,0.8835,12.6
GEORGIA,Screven,13251,10.0344,0.8838,18.8
ALABAMA,Talladega,1121,10.0376,0.8841,11.1
GEORGIA,Atkinson,13003,10.0446,0.8844,25.7
WASHINGTON,Franklin,53021,10.0462,0.8848,17.3
GEORGIA,Floyd,13115,10.0478,0.8851,15.7
OKLAHOMA,Caddo,40015,10.0484,0.8854,22.9
COLORADO,Conejos,8021,10.0487,0.8857,15.7
NEW MEXICO,San Juan,35045,10.0595,0.886,19
TEXAS,San Augustine,48405,10.0643,0.8863,21.3
LOUISIANA,De Soto,22031,10.0646,0.8867,13.2
OKLAHOMA,Sequoyah,40135,10.0726,0.887,22.2
TEXAS,Hunt,48231,10.0739,0.8873,19
GEORGIA,Telfair,13271,10.0767,0.8876,16.6
LOUISIANA,Caldwell,22021,10.0815,0.8879,21.2
MISSISSIPPI,Grenada,28043,10.084,0.8883,14.2
TEXAS,Terry,48445,10.0844,0.8886,28.4
MISSISSIPPI,Covington,28031,10.0876,0.8889,15.9
ALABAMA,Russell,1113,10.0891,0.8892,15.2
MISSISSIPPI,Tate,28137,10.0907,0.8895,14.8
NEW MEXICO,Curry,35009,10.0939,0.8902,14.6
NEBRASKA,Thurston,31173,10.0939,0.8898,30.1
GEORGIA,Tift,13277,10.0961,0.8905,20.5
ALABAMA,Lowndes,1085,10.0971,0.8908,12.7
OKLAHOMA,McCurtain,40089,10.107,0.8911,21.6
GEORGIA,Echols,13101,10.1073,0.8914,32.8
KENTUCKY,Russell,21207,10.114,0.8918,14.1
FLORIDA,Union,12125,10.1172,0.8921,12.6
MARYLAND,Somerset,24039,10.1191,0.8924,9.1
MONTANA,Glacier,30035,10.12,0.8927,41.5
OREGON,Marion,41047,10.121,0.893,11.9
TEXAS,Hill,48217,10.1216,0.8933,19.7
ALABAMA,Marengo,1091,10.1242,0.8937,12.2
GEORGIA,Whitfield,13313,10.127,0.894,21
TEXAS,Waller,48473,10.1283,0.8943,21
NEW MEXICO,Rio Arriba,35039,10.1308,0.8946,17.5
NEW MEXICO,Sierra,35051,10.1312,0.8949,10.7
OKLAHOMA,Le Flore,40079,10.1379,0.8953,21.2
TEXAS,Nolan,48353,10.1379,0.8953,17.8
TEXAS,Refugio,48391,10.1401,0.8959,16.7
GEORGIA,Schley,13249,10.1426,0.8962,19.5
TEXAS,Swisher,48437,10.1461,0.8965,16.8
MISSISSIPPI,Jones,28067,10.1468,0.8968,12.7
LOUISIANA,Richland,22083,10.1484,0.8972,24.8
TEXAS,Hale,48189,10.1538,0.8975,20.3
GEORGIA,Brooks,13027,10.1579,0.8978,19.2
WASHINGTON,Adams,53001,10.1646,0.8981,20.2
GEORGIA,Thomas,13275,10.1652,0.8984,16.9
ALASKA,Kusilvak,2158,10.1719,0.8988,26
NORTH CAROLINA,Burke,37023,10.1738,0.8991,13.8
ARKANSAS,Howard,5061,10.1761,0.8994,15.2
GEORGIA,Spalding,13255,10.1827,0.8997,16.9
KENTUCKY,Perry,21193,10.1827,0.9,10.9
OKLAHOMA,Cherokee,40021,10.185,0.9004,23.7
SOUTH CAROLINA,Laurens,45059,10.1885,0.9007,13.3
GEORGIA,Lowndes,13185,10.1894,0.901,17.4
TEXAS,Wilbarger,48487,10.1897,0.9013,17.1
KANSAS,Seward,20175,10.1901,0.9016,19.2
SOUTH DAKOTA,Dewey,46041,10.1964,0.9019,32.1
ALABAMA,Macon,1087,10.1977,0.9023,10.8
LOUISIANA,Webster,22119,10.1999,0.9026,16.7
SOUTH CAROLINA,Darlington,45031,10.2022,0.9029,14.7
LOUISIANA,Bienville,22013,10.212,0.9032,15.4
SOUTH CAROLINA,Colleton,45029,10.2143,0.9035,16.3
KANSAS,Ford,20057,10.2155,0.9039,16.6
VIRGINIA,Brunswick,51025,10.2216,0.9042,12.4
CALIFORNIA,San Joaquin,6077,10.2232,0.9045,11.7
NEVADA,Mineral,32021,10.2245,0.9048,15.2
GEORGIA,Muscogee,13215,10.2299,0.9051,14.6
GEORGIA,Troup,13285,10.2311,0.9054,13.9
